hpRemaining: 15.6 (14.811407015465404)
monstersKilled: 3.4 (0.6992058987801011)
treasuresCollected: 2.6 (0.9660917830792959)
potionsDrunk: 0.9 (0.9944289260117533)
actionsTaken: 254.3 (74.9771076173699)
tilesExplored: 36.2 (7.192588778272628)
timesCompleted: 1
timesDied: 3
timesUncompleted: 6

hpRemaining;0.0;0.0;32.0;0.0;23.0;33.0;33.0;25.0;4.0;6.0;
monstersKilled;4.0;4.0;3.0;4.0;3.0;3.0;2.0;3.0;4.0;4.0;
treasuresCollected;3.0;4.0;2.0;2.0;2.0;1.0;2.0;4.0;3.0;3.0;
potionsDrunk;0.0;0.0;2.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;
actionsTaken;137.0;105.0;300.0;219.0;300.0;300.0;300.0;300.0;282.0;300.0;
tilesExplored;34.0;38.0;37.0;43.0;29.0;27.0;26.0;39.0;48.0;41.0;

