hpRemaining: 39.1 (2.233582075700127)
monstersKilled: 0.3 (0.48304589153964794)
treasuresCollected: 2.0 (0.0)
potionsDrunk: 0.2 (0.42163702135578396)
actionsTaken: 50.6 (16.077589647981718)
tilesExplored: 30.8 (1.6193277068654823)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;40.0;40.0;38.0;40.0;33.0;40.0;40.0;40.0;40.0;40.0;
monstersKilled;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;
treasuresCollected;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
potionsDrunk;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;37.0;49.0;59.0;53.0;45.0;33.0;51.0;43.0;91.0;45.0;
tilesExplored;29.0;31.0;34.0;31.0;33.0;29.0;30.0;31.0;30.0;30.0;

