hpRemaining: 21.3 (14.244297104455525)
monstersKilled: 2.5 (1.35400640077266)
treasuresCollected: 2.5 (0.8498365855987975)
potionsDrunk: 0.6 (0.699205898780101)
actionsTaken: 273.2 (57.072663236341874)
tilesExplored: 36.6 (9.674709297958259)
timesCompleted: 2
timesDied: 2
timesUncompleted: 6

hpRemaining;0.0;39.0;0.0;28.0;31.0;18.0;8.0;32.0;34.0;23.0;
monstersKilled;5.0;1.0;4.0;1.0;1.0;2.0;3.0;3.0;2.0;3.0;
treasuresCollected;4.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;
potionsDrunk;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;
actionsTaken;293.0;300.0;227.0;300.0;124.0;288.0;300.0;300.0;300.0;300.0;
tilesExplored;48.0;24.0;38.0;22.0;30.0;37.0;34.0;47.0;50.0;36.0;

