hpRemaining: 12.8 (7.114929530376406)
monstersKilled: 4.3 (1.2516655570345725)
treasuresCollected: 2.3 (0.6749485577105528)
potionsDrunk: 1.3 (0.9486832980505139)
actionsTaken: 295.8 (13.281566172707192)
tilesExplored: 26.0 (13.630032200173915)
timesCompleted: 0
timesDied: 1
timesUncompleted: 9

hpRemaining;14.0;19.0;15.0;0.0;11.0;5.0;6.0;17.0;20.0;21.0;
monstersKilled;5.0;3.0;6.0;5.0;6.0;3.0;4.0;5.0;3.0;3.0;
treasuresCollected;2.0;2.0;4.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;
potionsDrunk;2.0;1.0;2.0;1.0;3.0;0.0;0.0;2.0;1.0;1.0;
actionsTaken;300.0;300.0;300.0;258.0;300.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;43.0;14.0;37.0;20.0;45.0;12.0;22.0;40.0;14.0;13.0;

