hpRemaining: 18.2 (8.066391179868893)
monstersKilled: 3.3 (1.4944341180973264)
treasuresCollected: 2.2 (1.0327955589886444)
potionsDrunk: 0.8 (0.6324555320336759)
actionsTaken: 282.0 (56.92099788303083)
tilesExplored: 18.1 (10.619165064479724)
timesCompleted: 1
timesDied: 0
timesUncompleted: 9

hpRemaining;20.0;13.0;17.0;24.0;17.0;4.0;23.0;33.0;21.0;10.0;
monstersKilled;2.0;4.0;4.0;3.0;2.0;5.0;3.0;1.0;3.0;6.0;
treasuresCollected;1.0;3.0;3.0;2.0;1.0;3.0;2.0;1.0;2.0;4.0;
potionsDrunk;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;
actionsTaken;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;120.0;
tilesExplored;8.0;19.0;33.0;13.0;9.0;27.0;13.0;8.0;14.0;37.0;

