hpRemaining: 17.2 (14.37435988912975)
monstersKilled: 3.2 (1.0327955589886446)
treasuresCollected: 2.9 (0.9944289260117533)
potionsDrunk: 0.8 (1.0327955589886444)
actionsTaken: 140.6 (88.52269012330493)
tilesExplored: 35.2 (10.716550025285398)
timesCompleted: 7
timesDied: 3
timesUncompleted: 0

hpRemaining;18.0;0.0;0.0;14.0;0.0;40.0;30.0;13.0;30.0;27.0;
monstersKilled;2.0;5.0;4.0;3.0;4.0;3.0;3.0;4.0;2.0;2.0;
treasuresCollected;2.0;3.0;2.0;5.0;4.0;3.0;3.0;2.0;3.0;2.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;1.0;
actionsTaken;39.0;67.0;105.0;273.0;105.0;229.0;87.0;281.0;75.0;145.0;
tilesExplored;21.0;24.0;36.0;54.0;28.0;48.0;29.0;44.0;31.0;37.0;

