hpRemaining: 32.7 (9.989438867568532)
monstersKilled: 1.8 (1.8737959096740262)
treasuresCollected: 0.7 (0.6749485577105528)
potionsDrunk: 1.1 (1.1005049346146119)
actionsTaken: 287.4 (39.844698518121575)
tilesExplored: 34.3 (12.302212989720365)
timesCompleted: 1
timesDied: 0
timesUncompleted: 9

hpRemaining;40.0;40.0;34.0;40.0;39.0;40.0;10.0;27.0;23.0;34.0;
monstersKilled;0.0;0.0;3.0;0.0;1.0;0.0;5.0;3.0;4.0;2.0;
treasuresCollected;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;
potionsDrunk;0.0;0.0;3.0;0.0;1.0;0.0;2.0;1.0;2.0;2.0;
actionsTaken;300.0;300.0;300.0;300.0;300.0;300.0;300.0;174.0;300.0;300.0;
tilesExplored;24.0;24.0;42.0;18.0;26.0;24.0;53.0;41.0;44.0;47.0;

