hpRemaining: 12.6 (4.141926551202418)
monstersKilled: 3.0 (0.0)
treasuresCollected: 1.3 (0.48304589153964794)
potionsDrunk: 0.0 (0.0)
actionsTaken: 300.0 (0.0)
tilesExplored: 13.6 (1.505545305418162)
timesCompleted: 0
timesDied: 0
timesUncompleted: 10

hpRemaining;20.0;12.0;12.0;12.0;13.0;16.0;12.0;16.0;6.0;7.0;
monstersKilled;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;
treasuresCollected;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;17.0;12.0;15.0;14.0;14.0;12.0;13.0;13.0;13.0;13.0;

