hpRemaining: 36.8 (7.146094504459528)
monstersKilled: 0.7 (1.494434118097326)
treasuresCollected: 0.5 (1.0801234497346435)
potionsDrunk: 1.1 (0.31622776601683794)
actionsTaken: 264.8 (76.33959217426651)
tilesExplored: 12.4 (12.066482503198685)
timesCompleted: 2
timesDied: 0
timesUncompleted: 8

hpRemaining;40.0;40.0;40.0;29.0;19.0;40.0;40.0;40.0;40.0;40.0;
monstersKilled;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;
treasuresCollected;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;
actionsTaken;300.0;300.0;300.0;162.0;86.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;7.0;7.0;7.0;39.0;31.0;6.0;7.0;6.0;7.0;7.0;

