hpRemaining: 17.9 (11.570556502510058)
monstersKilled: 3.3 (1.2516655570345725)
treasuresCollected: 2.7 (1.0593499054713802)
potionsDrunk: 1.1 (1.1972189997378648)
actionsTaken: 232.8 (91.56515591521578)
tilesExplored: 40.2 (8.202980488145078)
timesCompleted: 3
timesDied: 2
timesUncompleted: 5

hpRemaining;26.0;0.0;0.0;24.0;28.0;20.0;20.0;24.0;6.0;31.0;
monstersKilled;4.0;4.0;5.0;4.0;2.0;4.0;3.0;2.0;4.0;1.0;
treasuresCollected;3.0;1.0;3.0;4.0;3.0;2.0;3.0;3.0;4.0;1.0;
potionsDrunk;3.0;0.0;1.0;1.0;2.0;3.0;1.0;0.0;0.0;0.0;
actionsTaken;300.0;62.0;274.0;196.0;300.0;300.0;300.0;92.0;204.0;300.0;
tilesExplored;43.0;29.0;45.0;47.0;38.0;42.0;39.0;39.0;54.0;26.0;

