hpRemaining: 18.5 (13.954290459289652)
monstersKilled: 3.4 (1.577621275493231)
treasuresCollected: 1.5 (1.35400640077266)
potionsDrunk: 1.6 (0.6992058987801011)
actionsTaken: 265.0 (66.53987943748888)
tilesExplored: 32.4 (12.545030003064074)
timesCompleted: 1
timesDied: 2
timesUncompleted: 7

hpRemaining;2.0;32.0;29.0;0.0;24.0;0.0;17.0;33.0;14.0;34.0;
monstersKilled;6.0;2.0;3.0;5.0;3.0;5.0;3.0;1.0;4.0;2.0;
treasuresCollected;3.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;4.0;1.0;
potionsDrunk;3.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;
actionsTaken;220.0;300.0;300.0;97.0;300.0;233.0;300.0;300.0;300.0;300.0;
tilesExplored;50.0;38.0;19.0;30.0;36.0;40.0;28.0;10.0;48.0;25.0;

