hpRemaining: 30.9 (8.912537984958792)
monstersKilled: 2.2 (1.2292725943057183)
treasuresCollected: 2.5 (1.0801234497346435)
potionsDrunk: 1.1 (0.5676462121975469)
actionsTaken: 266.0 (71.77743377970545)
tilesExplored: 31.6 (9.788882582921413)
timesCompleted: 2
timesDied: 0
timesUncompleted: 8

hpRemaining;29.0;40.0;39.0;37.0;40.0;23.0;21.0;39.0;21.0;20.0;
monstersKilled;2.0;1.0;2.0;1.0;1.0;3.0;4.0;1.0;3.0;4.0;
treasuresCollected;2.0;2.0;3.0;2.0;2.0;3.0;5.0;3.0;2.0;1.0;
potionsDrunk;0.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;
actionsTaken;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;138.0;122.0;
tilesExplored;27.0;19.0;36.0;23.0;24.0;35.0;53.0;27.0;35.0;37.0;

