hpRemaining: 28.5 (6.587024281789835)
monstersKilled: 2.8 (0.4216370213557839)
treasuresCollected: 1.9 (0.5676462121975469)
potionsDrunk: 1.2 (0.6324555320336759)
actionsTaken: 300.0 (0.0)
tilesExplored: 29.3 (7.5432088662584444)
timesCompleted: 0
timesDied: 0
timesUncompleted: 10

hpRemaining;24.0;29.0;34.0;25.0;26.0;28.0;39.0;17.0;26.0;37.0;
monstersKilled;3.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;
treasuresCollected;2.0;2.0;1.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;
potionsDrunk;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.0;2.0;
actionsTaken;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;26.0;21.0;25.0;40.0;34.0;15.0;35.0;35.0;30.0;32.0;

