hpRemaining: 28.5 (10.721214690716927)
monstersKilled: 2.8 (0.9189365834726815)
treasuresCollected: 1.9 (1.3703203194062976)
potionsDrunk: 2.4 (0.8432740427115679)
actionsTaken: 290.5 (30.041637771599603)
tilesExplored: 38.6 (11.711343029540016)
timesCompleted: 0
timesDied: 1
timesUncompleted: 9

hpRemaining;34.0;33.0;32.0;33.0;0.0;30.0;27.0;37.0;24.0;35.0;
monstersKilled;1.0;3.0;3.0;3.0;4.0;3.0;2.0;2.0;4.0;3.0;
treasuresCollected;0.0;3.0;1.0;4.0;1.0;3.0;0.0;2.0;2.0;3.0;
potionsDrunk;1.0;3.0;3.0;3.0;1.0;3.0;2.0;2.0;3.0;3.0;
actionsTaken;300.0;300.0;300.0;300.0;205.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;10.0;42.0;40.0;50.0;36.0;44.0;31.0;37.0;48.0;48.0;

