hpRemaining: 23.6 (5.660781257427675)
monstersKilled: 1.8 (0.42163702135578396)
treasuresCollected: 4.0 (0.0)
potionsDrunk: 0.1 (0.31622776601683794)
actionsTaken: 57.6 (49.71742372873138)
tilesExplored: 24.2 (4.779586221049312)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;28.0;25.0;22.0;24.0;20.0;17.0;37.0;21.0;19.0;23.0;
monstersKilled;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;
treasuresCollected;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;
actionsTaken;194.0;62.0;28.0;30.0;38.0;28.0;64.0;44.0;52.0;36.0;
tilesExplored;33.0;24.0;23.0;22.0;21.0;20.0;33.0;22.0;23.0;21.0;

