hpRemaining: 30.8 (7.4803446147591055)
monstersKilled: 1.8 (0.9189365834726815)
treasuresCollected: 1.9 (0.5676462121975467)
potionsDrunk: 0.8 (0.7888106377466155)
actionsTaken: 207.7 (99.14977447164355)
tilesExplored: 30.3 (5.982381539896038)
timesCompleted: 5
timesDied: 0
timesUncompleted: 5

hpRemaining;40.0;31.0;23.0;31.0;38.0;26.0;29.0;40.0;33.0;17.0;
monstersKilled;2.0;2.0;2.0;1.0;2.0;1.0;2.0;0.0;3.0;3.0;
treasuresCollected;2.0;2.0;3.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;
potionsDrunk;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;
actionsTaken;300.0;127.0;91.0;300.0;300.0;300.0;137.0;300.0;79.0;143.0;
tilesExplored;38.0;38.0;28.0;27.0;31.0;25.0;29.0;19.0;33.0;35.0;

