hpRemaining: 31.3 (8.042249547096743)
monstersKilled: 1.9 (1.286683937707919)
treasuresCollected: 0.7 (0.6749485577105528)
potionsDrunk: 1.3 (1.2516655570345725)
actionsTaken: 287.2 (36.45636661361999)
tilesExplored: 32.7 (9.238205693988656)
timesCompleted: 2
timesDied: 0
timesUncompleted: 8

hpRemaining;30.0;40.0;35.0;14.0;40.0;28.0;27.0;31.0;28.0;40.0;
monstersKilled;3.0;2.0;1.0;3.0;0.0;3.0;3.0;3.0;1.0;0.0;
treasuresCollected;1.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;
potionsDrunk;2.0;2.0;0.0;1.0;0.0;3.0;3.0;2.0;0.0;0.0;
actionsTaken;184.0;300.0;300.0;300.0;300.0;300.0;300.0;288.0;300.0;300.0;
tilesExplored;35.0;29.0;26.0;50.0;20.0;38.0;35.0;43.0;26.0;25.0;

