hpRemaining: 34.9 (4.458450154232722)
monstersKilled: 1.4 (0.5163977794943223)
treasuresCollected: 0.9 (0.8755950357709131)
potionsDrunk: 0.9 (0.5676462121975466)
actionsTaken: 56.8 (17.775138693004777)
tilesExplored: 30.1 (5.087020520675908)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;33.0;34.0;38.0;35.0;30.0;40.0;40.0;40.0;28.0;31.0;
monstersKilled;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;
treasuresCollected;1.0;0.0;1.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;
potionsDrunk;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;0.0;
actionsTaken;79.0;59.0;85.0;69.0;53.0;37.0;49.0;65.0;35.0;37.0;
tilesExplored;37.0;22.0;33.0;35.0;33.0;31.0;33.0;27.0;27.0;23.0;

