hpRemaining: 16.2 (12.865112168617541)
monstersKilled: 3.8 (1.3165611772087666)
treasuresCollected: 2.4 (0.9660917830792959)
potionsDrunk: 1.2 (0.7888106377466155)
actionsTaken: 265.2 (56.926463285735764)
tilesExplored: 39.8 (10.239357618739783)
timesCompleted: 3
timesDied: 1
timesUncompleted: 6

hpRemaining;0.0;1.0;33.0;17.0;8.0;11.0;14.0;23.0;15.0;40.0;
monstersKilled;6.0;5.0;2.0;4.0;5.0;4.0;3.0;4.0;3.0;2.0;
treasuresCollected;2.0;3.0;1.0;1.0;3.0;4.0;3.0;3.0;2.0;2.0;
potionsDrunk;1.0;0.0;1.0;2.0;2.0;1.0;1.0;2.0;0.0;2.0;
actionsTaken;145.0;300.0;300.0;300.0;300.0;219.0;300.0;291.0;300.0;197.0;
tilesExplored;36.0;42.0;24.0;30.0;41.0;56.0;42.0;55.0;31.0;41.0;

