hpRemaining: 19.5 (9.312476696465996)
monstersKilled: 4.2 (1.1352924243950935)
treasuresCollected: 2.2 (0.9189365834726815)
potionsDrunk: 1.9 (0.31622776601683794)
actionsTaken: 280.0 (44.5121706203296)
tilesExplored: 37.2 (10.119288512538814)
timesCompleted: 4
timesDied: 0
timesUncompleted: 6

hpRemaining;17.0;40.0;18.0;5.0;28.0;19.0;20.0;16.0;12.0;20.0;
monstersKilled;6.0;2.0;3.0;5.0;4.0;5.0;4.0;4.0;5.0;4.0;
treasuresCollected;4.0;1.0;1.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;
potionsDrunk;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;
actionsTaken;254.0;300.0;300.0;290.0;300.0;160.0;300.0;296.0;300.0;300.0;
tilesExplored;49.0;19.0;31.0;46.0;31.0;48.0;36.0;48.0;34.0;30.0;

