hpRemaining: 29.8 (4.779586221049312)
monstersKilled: 2.4 (0.9660917830792959)
treasuresCollected: 1.1 (0.31622776601683794)
potionsDrunk: 1.5 (0.7071067811865476)
actionsTaken: 69.6 (22.701933348897356)
tilesExplored: 29.2 (4.516635916254486)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;32.0;28.0;24.0;27.0;27.0;25.0;33.0;29.0;33.0;40.0;
monstersKilled;2.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;0.0;
treasuresCollected;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;
potionsDrunk;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;0.0;
actionsTaken;36.0;70.0;52.0;80.0;66.0;98.0;104.0;74.0;38.0;78.0;
tilesExplored;24.0;28.0;25.0;32.0;29.0;31.0;31.0;29.0;24.0;39.0;

