hpRemaining: 12.9 (11.608904628201003)
monstersKilled: 4.1 (0.9944289260117531)
treasuresCollected: 2.7 (0.9486832980505138)
potionsDrunk: 1.1 (0.7378647873726217)
actionsTaken: 264.7 (68.8202973935258)
tilesExplored: 45.6 (10.319345371140987)
timesCompleted: 1
timesDied: 3
timesUncompleted: 6

hpRemaining;3.0;0.0;12.0;24.0;0.0;25.0;25.0;27.0;0.0;13.0;
monstersKilled;5.0;4.0;4.0;3.0;6.0;4.0;3.0;3.0;5.0;4.0;
treasuresCollected;3.0;1.0;2.0;2.0;4.0;3.0;3.0;2.0;3.0;4.0;
potionsDrunk;1.0;0.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;
actionsTaken;300.0;95.0;300.0;300.0;191.0;300.0;300.0;300.0;295.0;266.0;
tilesExplored;56.0;24.0;38.0;44.0;55.0;50.0;49.0;37.0;46.0;57.0;

